first_name	last_name	gender	dob	state	phone	zip	age	cost
Todd	Crisp	M	3/13/1978	CA	5404641953	79351	43	cost
Lisa	Doughnut	F	9/24/1977	IA	6332708066	52572	43	cost
Asheley	Crisp	F	10/7/1978	VT	7217603303	21162	42	cost
Ben	Sourdough	M	7/6/1920	VT	5515216776	33214	101	cost
Lisa	Sourdough	F	2/17/1998	CA	4154224437	18084	23	cost
Lisa	Doe	F	5/21/1912	CA	3856163805	9525	109	cost
Alex	Curler	F	9/6/1951	CA	13008585971	39244	69	cost
Asheley	Sourdough	F	1/11/1981	CA	11481992689	79872	40	cost
Lisa	Doughnut	F	10/21/1940	TX	5214693581	61928	80	cost
Asheley	Curler	F	3/14/1979	VT	3442376800	77249	42	cost
Carman	Crisp	F	7/13/1965	CA	16407688560	52780	56	cost
Thomas	Sourdough	M	7/16/1918	CA	16182658066	5502	103	cost
Ben	Curler	M	2/20/1913	TX	8071307409	25330	108	cost
Jim	Crisp	M	4/2/1988	CA	6464932645	65967	33	cost
John	Do	M	5/24/1935	TX	8446458127	19319	86	cost
Ashleigh	Curler	F	2/1/1993	IA	15754032993	92018	28	cost
Todd	Do	M	2/16/2019	TX	1433598752	74651	2	cost
Todd	Doe	M	12/22/2002	TX	2115997336	53925	18	cost
Carman	Do	F	1/27/1945	IA	2943334553	81183	76	cost
Thomas	Fryer	M	12/16/1990	CA	8482458562	44241	30	cost
Ashleigh	Do	F	3/26/1949	IA	6288707027	63919	72	cost
Lisa	Do	F	6/12/1948	IA	6715753186	54523	73	cost
Lisa	Fryer	F	10/27/1919	IA	6643508407	81874	101	cost
Ben	Doughnut	M	7/30/2013	CA	14314842539	28612	7	cost
Todd	Dough	M	5/21/1972	CA	6134917527	66307	49	cost
Jim	Curler	M	6/15/1983	IA	17854835131	33260	38	cost
Ashleigh	Doughnut	F	5/9/1980	VT	4593165180	94801	41	cost
Carman	Dough	F	6/13/2021	IA	3191778181	14295	0	cost
Ashleigh	Doe	F	3/5/1927	CA	14952568337	52400	94	cost
Ashleigh	Dough	F	10/3/1940	IA	4906967258	82957	80	cost
Ben	Fryer	M	10/7/2008	VT	8565044446	45457	12	cost
Lisa	Doughnut	F	9/17/1944	CA	18466086548	21536	76	cost
Ashleigh	Doughnut	F	5/27/1970	IA	1928652490	42550	51	cost
John	Do	M	11/14/1948	VT	4557467131	67127	72	cost
Jim	Fryer	M	10/6/2027	VT	15834615523	35927	-7	cost
Ashleigh	Sourdough	F	6/4/2026	IA	7384322275	47217	-5	cost
Jim	Dough	M	12/28/1949	IA	8643647797	49848	71	cost
Ben	Doe	M	4/6/1912	CA	5484488618	74041	109	cost
Carman	Sourdough	F	7/17/1998	IA	1657143382	96277	23	cost
Carman	Crisp	F	7/19/2011	VT	2168318545	62782	10	cost
Alex	Fryer	F	5/30/2008	VT	5134045049	19820	13	cost
Alex	Curler	M	11/24/1959	TX	8348331982	45194	61	cost
Jim	Sourdough	M	11/24/1919	CA	15892447225	65619	101	cost
Ashleigh	Crisp	F	6/15/1999	TX	3694656874	62683	22	cost
Ben	Doughnut	M	4/9/2005	TX	6955763866	13314	16	cost
Ben	Doughnut	M	8/1/1949	VT	3985421225	69257	71	cost
Alex	Curler	M	7/14/1966	CA	4283557167	53720	55	cost
Ashleigh	Sourdough	F	12/7/2022	VT	15356657117	80880	-2	cost
Thomas	Curler	M	8/10/1944	VT	12246407876	57968	76	cost
Alex	Dough	F	3/6/1987	CA	15171581435	82065	34	cost
John	Do	M	2/5/1915	CA	3417837750	80186	106	cost
Jim	Curler	M	5/12/1947	CA	2068767538	30468	74	cost
Jim	Dough	M	5/17/1916	TX	13738157682	50775	105	cost
Thomas	Dough	M	4/26/1926	TX	18172894220	36544	95	cost
Todd	Fryer	M	9/24/2007	CA	3142391030	81982	13	cost
Jim	Do	M	3/15/2018	CA	12601942468	94034	3	cost
Ben	Do	M	12/6/2019	VT	16123267523	10739	1	cost
Todd	Dough	M	2/1/1913	IA	1564973942	81310	108	cost
Jim	Fryer	M	11/4/1971	VT	18358938047	84101	49	cost
Ben	Dough	M	6/6/1918	TX	2503012945	22873	103	cost
Thomas	Dough	M	12/22/1928	IA	6417914559	96308	92	cost
Jim	Dough	M	8/9/1962	VT	5511723437	52244	58	cost
John	Dough	M	8/23/1931	TX	11058935523	77464	89	cost
Thomas	Doe	M	12/6/1978	CA	1103732678	92375	42	cost
Todd	Doughnut	M	1/20/2015	VT	6971016563	55368	6	cost
Carman	Fryer	F	3/28/1925	CA	7381233968	82880	96	cost
Ashleigh	Dough	F	12/29/1991	VT	2936172639	91114	29	cost
Asheley	Fryer	F	4/17/1979	CA	7086635128	86939	42	cost
Ben	Dough	M	10/29/2002	CA	1877127292	23176	18	cost
Jim	Sourdough	M	3/16/1969	CA	14722428471	68846	52	cost
Alex	Do	M	5/29/1959	VT	3494123070	91200	62	cost
Ashleigh	Doe	F	3/5/1994	VT	18246366171	28010	27	cost
Carman	Dough	F	12/7/1957	TX	13755424534	68608	63	cost
Jim	Doughnut	M	11/10/1951	CA	2524775047	56809	69	cost
Lisa	Dough	F	10/29/1936	VT	15825721725	13223	84	cost
John	Curler	M	4/13/1963	IA	2128873557	20987	58	cost
Alex	Dough	F	12/31/1933	CA	3567136425	50117	87	cost
Alex	Doughnut	F	4/16/1980	VT	4242214081	44959	41	cost
Carman	Doughnut	F	9/3/2013	TX	4837628624	2443	7	cost
Carman	Fryer	F	8/23/1996	IA	4801922623	77609	24	cost
Alex	Curler	F	3/10/2004	VT	14105467386	31960	17	cost
Thomas	Dough	M	7/18/2019	TX	18586385324	86548	2	cost
Asheley	Doe	F	12/22/2027	IA	3521547788	39222	-7	cost
Ashleigh	Do	F	3/24/1923	IA	8346034825	62099	98	cost
Jim	Sourdough	M	4/25/1967	VT	2998067799	95242	54	cost
Carman	Do	F	2/5/1975	VT	3423697294	14751	46	cost
Thomas	Doe	M	5/17/2021	VT	1785884989	87232	0	cost
Todd	Fryer	M	10/13/1941	TX	1048343398	37365	79	cost
Alex	Sourdough	M	6/16/2003	IA	6417522896	81445	18	cost
Jim	Dough	M	9/25/1957	IA	3144864906	63638	63	cost
Alex	Doughnut	F	6/18/1997	VT	1585346429	45023	24	cost
Asheley	Fryer	F	5/9/2005	VT	2026758746	59132	16	cost
Carman	Sourdough	F	7/16/1916	CA	8082507518	57813	105	cost
Lisa	Sourdough	F	7/10/2029	IA	7065756765	39746	-8	cost
Jim	Doe	M	8/1/1979	CA	7945098743	70443	41	cost
Asheley	Doe	F	2/12/1936	IA	6591383321	19403	85	cost
Carman	Doe	F	8/3/1947	CA	12602408993	86704	73	cost
Alex	Sourdough	F	5/7/1923	VT	7706636534	77102	98	cost
Alex	Crisp	F	11/10/1975	IA	7326207916	85660	45	cost
John	Dough	M	7/10/1914	TX	18573832994	3034	107	cost
Ben	Fryer	M	2/6/2004	IA	3311363745	7324	17	cost
Jim	Curler	M	10/1/1952	VT	8966175780	66706	68	cost
Todd	Fryer	M	8/7/2011	IA	6447898541	8011	9	cost
Alex	Doughnut	F	6/25/1985	CA	7944931839	89702	36	cost
Jim	Do	M	5/12/2027	IA	6046922073	29610	-6	cost
Ashleigh	Doe	F	1/1/1920	VT	4864156332	6512	101	cost
Lisa	Doughnut	F	12/3/1936	VT	1262948740	11679	84	cost
Jim	Curler	M	3/13/1963	IA	7198973187	48646	58	cost
Asheley	Crisp	F	2/20/1923	TX	6774992882	86803	98	cost
Alex	Fryer	M	1/10/1916	VT	7176691129	77123	105	cost
Jim	Crisp	M	2/22/1991	VT	3127872045	44681	30	cost
Alex	Dough	F	9/1/1975	TX	11464577233	1535	45	cost
Ben	Fryer	M	3/29/2004	CA	6572422359	78834	17	cost
Jim	Sourdough	M	5/8/2010	VT	1284744207	22544	11	cost
Jim	Do	M	8/26/1982	IA	6122588268	96275	38	cost
Alex	Doe	F	2/28/1988	IA	6406903745	30904	33	cost
Todd	Crisp	M	11/10/1938	TX	17493105757	21791	82	cost
Alex	Do	M	10/13/1929	TX	4121294385	54642	91	cost
Thomas	Curler	M	12/5/2014	IA	1793291038	51750	6	cost
John	Fryer	M	12/13/1986	TX	4016217632	83656	34	cost
John	Fryer	M	11/5/1940	IA	6272213717	9878	80	cost
Ben	Curler	M	8/20/2017	CA	12793927221	53002	3	cost
John	Doe	M	9/20/1944	CA	15635697714	94243	76	cost
Lisa	Do	F	10/8/1942	IA	8126857229	90453	78	cost
Ashleigh	Do	F	10/29/1922	IA	13643873415	48887	98	cost
Alex	Crisp	M	8/7/1977	TX	3955046855	1825	43	cost
Ashleigh	Sourdough	F	6/30/1981	CA	6752321926	85147	40	cost
Jim	Curler	M	1/28/1987	TX	3452857875	20494	34	cost
Carman	Sourdough	F	5/17/1998	IA	8276243028	93125	23	cost
Alex	Crisp	M	6/25/1970	IA	2634681690	33277	51	cost
Thomas	Crisp	M	8/12/2013	CA	6453783298	84332	7	cost
Lisa	Sourdough	F	4/27/1945	VT	7808176944	76866	76	cost
Lisa	Fryer	F	7/30/1966	TX	4828141917	49362	54	cost
Carman	Fryer	F	3/10/1974	TX	11803421575	44150	47	cost
Ashleigh	Sourdough	F	6/24/1924	IA	5754672865	97776	97	cost
Thomas	Dough	M	4/28/1965	CA	4136518636	20383	56	cost
Ben	Do	M	4/7/2012	IA	6163123899	65483	9	cost
Carman	Doughnut	F	4/6/1949	VT	5033927259	78103	72	cost
Alex	Doughnut	M	9/27/2016	TX	17062583318	44887	4	cost
Jim	Sourdough	M	2/22/1939	TX	16993674911	11346	82	cost
Todd	Curler	M	6/12/1920	CA	16047525749	50617	101	cost
Ashleigh	Doughnut	F	7/24/1957	IA	6185562140	61206	63	cost
Thomas	Curler	M	12/12/2022	IA	8326384553	24197	-2	cost
Ashleigh	Fryer	F	5/22/1976	TX	7922048466	78903	45	cost
Ashleigh	Dough	F	2/15/2027	TX	1753291784	13800	-6	cost
Todd	Doughnut	M	8/3/2013	CA	12876913308	77373	7	cost
Carman	Dough	F	9/10/1969	IA	14362948579	12111	51	cost
Alex	Crisp	F	4/6/1922	CA	6673376621	48755	99	cost
Alex	Curler	F	11/8/2018	VT	16601103896	59910	2	cost
John	Doughnut	M	2/17/1957	CA	5041894574	43748	64	cost
Ben	Do	M	7/3/1990	IA	1578056652	82224	31	cost
Ben	Do	M	7/16/1923	VT	4107113274	70529	98	cost
Asheley	Doe	F	7/26/1933	IA	12925093279	61632	87	cost
Carman	Do	F	12/28/1924	TX	4535567069	24761	96	cost
Ashleigh	Doughnut	F	9/18/1989	TX	7943445973	94728	31	cost
John	Do	M	2/19/1991	IA	16864476622	44865	30	cost
Asheley	Sourdough	F	12/10/1962	VT	7497897795	85570	58	cost
Ben	Crisp	M	5/18/1957	IA	3984494295	58829	64	cost
Ashleigh	Doe	F	7/6/1977	CA	1871262297	3696	44	cost
Thomas	Do	M	10/12/1972	VT	3378564211	91460	48	cost
Carman	Doe	F	12/7/1983	VT	4156518325	69030	37	cost
Ashleigh	Do	F	4/5/2026	CA	3283247916	83681	-5	cost
Alex	Crisp	F	4/24/1992	TX	2785032536	85901	29	cost
Carman	Curler	F	10/23/2012	IA	14035185876	53370	8	cost
Lisa	Do	F	11/25/1961	TX	6132373245	65484	59	cost
Alex	Doe	F	4/19/1998	VT	4573355029	59778	23	cost
Asheley	Dough	F	4/7/1968	IA	2377573838	30975	53	cost
Todd	Curler	M	6/6/1964	TX	14227991488	38257	57	cost
Ashleigh	Doe	F	5/2/1980	VT	3756166278	24330	41	cost
Lisa	Doe	F	5/2/1915	CA	3534197116	33961	106	cost
Thomas	Crisp	M	6/2/1933	TX	14805317034	54941	88	cost
Ashleigh	Curler	F	12/23/2016	TX	4367284258	46418	4	cost
Carman	Sourdough	F	8/18/2003	CA	8326657162	65688	17	cost
Ashleigh	Doughnut	F	9/7/1918	TX	2672985559	15108	102	cost
Carman	Dough	F	7/20/2018	TX	8883604431	26944	3	cost
Asheley	Dough	F	3/18/1938	CA	12336861733	16649	83	cost
Ashleigh	Sourdough	F	3/1/1946	VT	13713903337	75227	75	cost
Alex	Fryer	M	9/20/2004	IA	2275803114	69489	16	cost
Alex	Sourdough	M	8/18/1943	IA	15536791306	13086	77	cost
Ben	Do	M	4/17/2005	CA	12984494954	17366	16	cost
Todd	Crisp	M	10/21/1939	TX	2957837308	7678	81	cost
Ashleigh	Doughnut	F	8/8/1925	VT	3027056489	78177	95	cost
Asheley	Crisp	F	9/13/1987	IA	8548063128	75127	33	cost
Thomas	Fryer	M	11/1/1973	IA	5677212659	32640	47	cost
Alex	Do	M	4/17/1975	IA	14535022317	53018	46	cost
Ashleigh	Crisp	F	7/1/1967	VT	5326717861	10918	54	cost
Todd	Fryer	M	4/8/1981	VT	5998655970	80465	40	cost
Lisa	Sourdough	F	8/9/1928	VT	8338903217	50477	92	cost
Asheley	Doe	F	9/22/2028	TX	5473453119	57164	-8	cost
Asheley	Doe	F	12/26/2011	TX	1297561615	47549	9	cost
Thomas	Curler	M	1/8/1958	VT	2324473179	13107	63	cost
Ashleigh	Doughnut	F	7/11/2029	IA	3023518261	60001	-8	cost
Alex	Fryer	F	6/18/1946	TX	16237745650	22095	75	cost
Alex	Crisp	M	3/10/2013	VT	14707778205	22275	8	cost
Asheley	Doe	F	10/29/1961	VT	3722361694	97571	59	cost
Asheley	Sourdough	F	4/21/1960	IA	3102124106	38908	61	cost
Carman	Doe	F	7/12/1938	TX	7557985313	36288	83	cost
Ben	Doe	M	7/11/1980	VT	8774048769	85837	41	cost
Jim	Fryer	M	12/9/1956	VT	2442566103	6133	64	cost
Ben	Doughnut	M	1/14/1991	VT	1361381798	14302	30	cost
Alex	Fryer	F	12/11/1989	VT	6462172950	65131	31	cost
Alex	Dough	M	9/16/1975	VT	7168141171	99779	45	cost
Lisa	Curler	F	5/6/1927	CA	1225246885	98564	94	cost
Carman	Fryer	F	3/12/1955	CA	7847608338	67583	66	cost
Thomas	Doughnut	M	12/6/1918	VT	16331737719	30691	102	cost
Lisa	Fryer	F	5/14/1979	VT	5553142696	7391	42	cost
Jim	Dough	M	7/13/2017	VT	8873848696	14469	4	cost
Ashleigh	Doe	F	2/23/1972	CA	7596025277	58633	49	cost
Jim	Sourdough	M	7/17/1935	IA	1181205129	78874	86	cost
Asheley	Doughnut	F	5/21/1951	CA	5713736429	60976	70	cost
Ben	Doe	M	4/6/1993	IA	16586545419	3089	28	cost
Todd	Dough	M	8/29/1964	VT	2911643425	27157	56	cost
Ben	Dough	M	8/30/1960	VT	14111327520	39317	60	cost
Todd	Curler	M	11/13/2021	VT	2113305234	75072	-1	cost
Alex	Doe	F	4/27/1963	TX	2444197483	83045	58	cost
Carman	Doe	F	1/23/1994	CA	4612207380	69253	27	cost
Ashleigh	Dough	F	4/24/2006	CA	6203834265	88195	15	cost
Carman	Fryer	F	9/22/1996	CA	2885088010	48984	24	cost
Asheley	Fryer	F	8/26/1965	TX	7445173738	60533	55	cost
Carman	Crisp	F	6/7/1931	IA	13543852812	72704	90	cost
Alex	Dough	F	4/15/1934	VT	1855396397	94054	87	cost
John	Doe	M	4/15/1934	IA	4968342757	79638	87	cost
Carman	Sourdough	F	5/7/1983	VT	6733271822	79619	38	cost
Lisa	Crisp	F	11/17/2011	VT	8844261243	59682	9	cost
Ashleigh	Doughnut	F	6/11/1927	CA	15092473946	35570	94	cost
Asheley	Curler	F	10/25/1965	TX	8552903462	77643	55	cost
Thomas	Do	M	5/2/2011	IA	5708857472	60051	10	cost
Asheley	Fryer	F	11/15/1995	TX	2221746166	79045	25	cost
Alex	Sourdough	F	7/14/1986	IA	3376246865	8732	35	cost
Ben	Do	M	8/24/1913	IA	16922401877	35186	107	cost
Ashleigh	Curler	F	9/30/1947	TX	7337155350	57022	73	cost
Ben	Dough	M	11/30/1976	CA	7876717167	84897	44	cost
Jim	Dough	M	1/10/1998	TX	6966951704	51795	23	cost
Alex	Doughnut	F	3/17/2025	IA	5918587227	63850	-4	cost
Todd	Do	M	3/28/2011	TX	7002807399	68691	10	cost
Ashleigh	Doughnut	F	10/25/1919	CA	1547646601	85041	101	cost
John	Fryer	M	12/25/1975	CA	3945605281	36575	45	cost
Asheley	Doughnut	F	8/21/1976	IA	11701038318	11827	44	cost
Thomas	Curler	M	9/12/1916	CA	14533874498	88781	104	cost
Alex	Do	M	6/4/1923	VT	3333772226	59533	98	cost
Jim	Doughnut	M	1/2/1982	CA	14114596580	64944	39	cost
Thomas	Sourdough	M	10/21/1943	CA	5433966525	84636	77	cost
Jim	Dough	M	10/14/1934	CA	1243531733	88291	86	cost
Alex	Doe	F	6/2/1960	IA	14957216133	20398	61	cost
Ashleigh	Doughnut	F	1/24/2013	VT	4895167126	33455	8	cost
Jim	Doughnut	M	5/25/1919	IA	2986505231	99101	102	cost
Jim	Crisp	M	1/13/2001	VT	17702768924	90241	20	cost
Carman	Crisp	F	12/23/1926	IA	8952246609	52228	94	cost
Carman	Doughnut	F	11/28/1993	TX	3354695555	5010	27	cost
Carman	Dough	F	9/19/1947	VT	13362036452	36947	73	cost
Ashleigh	Sourdough	F	5/2/2011	CA	14395094559	72856	10	cost
Lisa	Doughnut	F	7/13/1973	IA	4285047688	44787	48	cost
Todd	Do	M	3/15/1960	IA	3525792570	36423	61	cost
Ben	Dough	M	6/22/1943	TX	15296075056	60725	78	cost
Alex	Fryer	M	6/25/2002	CA	11735518472	27438	19	cost
Ben	Fryer	M	9/21/2024	VT	3441402331	14295	-4	cost
Carman	Curler	F	8/4/1994	CA	7328536544	10122	26	cost
Todd	Doe	M	10/28/1990	CA	13444897878	31288	30	cost
Asheley	Sourdough	F	11/3/1985	TX	11452096423	81698	35	cost
Ashleigh	Fryer	F	4/30/2016	IA	4672946905	15346	5	cost
Jim	Crisp	M	9/20/1986	TX	6315523968	98560	34	cost
Alex	Sourdough	M	7/24/2014	CA	7528663066	35280	6	cost
Jim	Dough	M	5/8/1967	VT	1585873688	34215	54	cost
Carman	Curler	F	10/3/2027	VT	4758517395	47887	-7	cost
Lisa	Do	F	7/27/1937	VT	12187435958	29769	83	cost
Asheley	Dough	F	7/5/1994	IA	1298221592	69169	27	cost
Todd	Fryer	M	6/11/2030	IA	13936956646	50271	-9	cost
Todd	Do	M	7/7/2013	TX	1545154142	80178	8	cost
Jim	Dough	M	10/6/1980	TX	5704496035	90638	40	cost
Alex	Dough	M	1/3/2006	TX	2394816059	36646	15	cost
Alex	Crisp	F	5/23/1966	VT	1416448876	92265	55	cost
Carman	Crisp	F	3/21/2015	VT	4633224073	63775	6	cost
Ben	Fryer	M	12/6/1929	IA	5201067410	75967	91	cost
John	Doe	M	4/14/1976	VT	2031022736	76474	45	cost
Lisa	Doe	F	12/10/1962	VT	13461543023	5378	58	cost
Asheley	Dough	F	1/28/1952	CA	7462472497	86815	69	cost
Jim	Crisp	M	6/6/2012	TX	2961601746	74646	9	cost
Lisa	Crisp	F	3/11/1945	TX	2294431007	25209	76	cost
Alex	Sourdough	M	2/15/1995	TX	4471592375	42069	26	cost
Carman	Dough	F	12/11/1956	CA	5668064691	65437	64	cost
Alex	Doe	M	9/30/1971	IA	1958437001	59430	49	cost
Alex	Crisp	M	9/16/1969	TX	17507565311	30496	51	cost
Lisa	Doughnut	F	8/14/2027	IA	18608167528	77521	-7	cost
Asheley	Crisp	F	5/3/1943	IA	8032385468	1492	78	cost
Carman	Doe	F	7/25/1936	CA	4957207328	41437	84	cost
Alex	Doe	M	10/25/1984	TX	12486082357	17087	36	cost
Carman	Doe	F	2/9/2025	VT	3004935280	52878	-4	cost
Asheley	Dough	F	4/3/1913	CA	16878495221	14334	108	cost
Asheley	Sourdough	F	10/16/1927	IA	4845588246	33450	93	cost
Lisa	Sourdough	F	7/4/1951	CA	7334315509	2301	70	cost
Alex	Dough	M	11/1/2010	VT	14475678543	85301	10	cost
John	Sourdough	M	8/21/2011	CA	6363827655	90635	9	cost
Jim	Doe	M	3/26/1958	TX	4354944814	21507	63	cost
John	Do	M	12/20/1949	TX	7713505722	42519	71	cost
Ashleigh	Curler	F	1/10/1958	TX	3444223354	8334	63	cost
Ben	Fryer	M	10/20/2004	IA	18275062433	94531	16	cost
Alex	Crisp	M	10/25/2020	TX	14635676185	77511	0	cost
Jim	Fryer	M	8/3/1933	CA	8341922877	23220	87	cost
Asheley	Doughnut	F	9/3/2003	CA	5798776458	4287	17	cost
Todd	Dough	M	3/26/1947	IA	4884701405	21836	74	cost
Ashleigh	Doe	F	7/3/1986	CA	12293727128	84562	35	cost
Alex	Dough	F	2/25/1943	CA	7216597190	92007	78	cost
Thomas	Dough	M	2/23/1942	CA	6712644249	33474	79	cost
Ashleigh	Dough	F	2/8/1929	TX	3258183978	8597	92	cost
Alex	Curler	M	7/21/2001	TX	17134972388	56242	20	cost
Asheley	Sourdough	F	11/30/2030	TX	4142598154	89883	-10	cost
Thomas	Crisp	M	9/30/2021	VT	7766022113	24213	-1	cost
Thomas	Sourdough	M	2/7/1924	CA	3708866332	49549	97	cost
Lisa	Do	F	6/15/1943	CA	15261347805	47709	78	cost
Todd	Curler	M	2/14/2013	CA	5743602459	32040	8	cost
Alex	Sourdough	F	11/29/2023	CA	15014884463	97530	-3	cost
Carman	Doe	F	1/2/2000	VT	2237308946	93430	21	cost
Carman	Dough	F	1/25/1943	VT	15405198707	4873	78	cost
Ben	Sourdough	M	2/26/1919	CA	8242166683	75008	102	cost
Lisa	Do	F	8/28/1912	TX	7601725510	60692	108	cost
Ashleigh	Fryer	F	4/21/1999	IA	8085861581	92701	22	cost
John	Dough	M	7/25/2030	CA	3108494502	64430	-10	cost
Ben	Doughnut	M	11/17/1978	CA	16877157942	99700	42	cost
Lisa	Curler	F	4/24/2000	VT	17595494233	71560	21	cost
Jim	Fryer	M	5/21/1938	TX	5047891987	92623	83	cost
Asheley	Sourdough	F	8/19/2016	VT	12323462766	81077	4	cost
Todd	Doe	M	8/16/1995	VT	18715437780	30821	25	cost
Alex	Crisp	M	3/29/2007	VT	5107236697	90747	14	cost
Alex	Curler	M	11/9/2001	IA	8904091068	87153	19	cost
Ben	Dough	M	2/22/2026	IA	7854722162	57031	-5	cost
Alex	Crisp	F	2/12/2021	VT	3796821775	79892	0	cost
Asheley	Curler	F	5/6/1978	CA	2162821703	83745	43	cost
Alex	Sourdough	M	8/21/1990	IA	11361152079	55954	30	cost
Carman	Crisp	F	12/26/1913	VT	2623064280	72929	107	cost
Carman	Sourdough	F	10/22/2003	IA	7035212019	56594	17	cost
Alex	Doe	F	11/10/1952	CA	4334192298	88371	68	cost
Alex	Dough	F	1/3/1918	TX	7774736940	89984	103	cost
Ashleigh	Fryer	F	12/16/1935	VT	5268783723	28354	85	cost
Alex	Doughnut	F	8/13/1955	IA	5592375247	47090	65	cost
Jim	Fryer	M	7/25/1965	VT	1201911876	78171	55	cost
Jim	Doughnut	M	6/1/2015	CA	6254068117	21989	6	cost
Ben	Dough	M	9/19/1981	TX	4013463798	70720	39	cost
Ben	Crisp	M	1/9/2002	VT	17902877146	54204	19	cost
Jim	Sourdough	M	11/29/1956	VT	3257555769	17594	64	cost
Asheley	Doughnut	F	7/25/1985	IA	18175668328	67371	35	cost
Alex	Sourdough	F	2/19/1944	CA	16164466415	32839	77	cost
Asheley	Fryer	F	5/5/1999	CA	7073497527	97606	22	cost
Lisa	Sourdough	F	11/4/1995	CA	1832727164	94617	25	cost
Jim	Doughnut	M	4/30/1957	TX	7794723312	10066	64	cost
Jim	Curler	M	10/19/2027	IA	8498744486	67148	-7	cost
Ashleigh	Do	F	9/25/1944	VT	17415867472	22176	76	cost
Carman	Dough	F	9/20/2021	TX	4645254110	23146	-1	cost
Alex	Doe	M	12/29/1981	CA	1507178079	75312	39	cost
Ben	Dough	M	7/30/2009	IA	5472394322	55823	11	cost
Carman	Fryer	F	6/25/1920	VT	15322001998	13196	101	cost
Lisa	Sourdough	F	9/3/1931	IA	7338984128	73049	89	cost
Alex	Do	F	11/4/1922	VT	1058385164	86316	98	cost
Ashleigh	Dough	F	9/27/1941	TX	1254161018	18118	79	cost
Alex	Curler	M	10/29/1914	TX	5688202023	18965	106	cost
Asheley	Curler	F	5/29/2022	VT	11838115222	96580	-1	cost
Carman	Doe	F	7/18/1939	IA	6845821805	29285	82	cost
Thomas	Doe	M	10/13/1915	CA	7094918647	42255	105	cost
Thomas	Crisp	M	3/24/1935	IA	7476177096	48006	86	cost
Carman	Fryer	F	2/8/1936	TX	4617903794	37094	85	cost
Lisa	Dough	F	7/22/1963	IA	16941846017	9551	58	cost
Ashleigh	Crisp	F	7/4/1933	TX	6531565479	47389	88	cost
Alex	Crisp	F	4/1/1986	TX	8632525733	64528	35	cost
Ashleigh	Dough	F	2/24/1997	IA	2706916859	90752	24	cost
Lisa	Curler	F	3/28/1946	IA	3858706367	88767	75	cost
Alex	Do	M	8/23/2022	CA	1563883291	88831	-2	cost
John	Sourdough	M	7/14/2008	TX	8871481481	36984	13	cost
Ben	Dough	M	9/13/1995	TX	2813333848	65676	25	cost
Asheley	Dough	F	3/17/1931	TX	14453766985	51335	90	cost
Jim	Dough	M	7/11/1918	CA	12475061016	72662	103	cost
Carman	Fryer	F	8/23/1958	TX	1481087021	98939	62	cost
Alex	Dough	F	10/12/1969	VT	15445506877	18699	51	cost
Thomas	Do	M	12/3/1967	VT	5233714328	33847	53	cost
Asheley	Fryer	F	2/10/2013	IA	6114812406	15807	8	cost
Asheley	Curler	F	5/23/1913	VT	7595035748	90698	108	cost
Todd	Doughnut	M	8/12/1958	TX	4434327528	16645	62	cost
Lisa	Sourdough	F	2/11/2003	TX	7645542084	22321	18	cost
John	Doughnut	M	11/27/2000	CA	12462388349	20424	20	cost
Ben	Doe	M	6/7/1968	TX	16515635092	87415	53	cost
Asheley	Doughnut	F	6/30/1924	IA	1157593522	28524	97	cost
Alex	Dough	F	12/2/1912	CA	8593892651	74286	108	cost
Ben	Do	M	5/19/1983	TX	7614056377	93057	38	cost
Alex	Do	F	10/27/1961	IA	18047667030	90849	59	cost
Ashleigh	Curler	F	4/18/1968	TX	16586477785	55973	53	cost
Ben	Doughnut	M	12/31/1949	CA	18164922952	31171	71	cost
Jim	Do	M	5/21/1931	CA	5595314178	53398	90	cost
Alex	Do	F	3/4/2012	VT	11927956884	11576	9	cost
Todd	Dough	M	8/14/1928	IA	13298784171	36916	92	cost
Ashleigh	Fryer	F	9/3/1918	VT	6202121716	7974	102	cost
Carman	Curler	F	9/23/1911	IA	5204123093	84590	109	cost
Ashleigh	Curler	F	12/7/1913	TX	13767748499	28816	107	cost
Asheley	Dough	F	3/2/1945	CA	1173802043	35159	76	cost
Ben	Do	M	4/16/1916	CA	3943871152	3894	105	cost
Asheley	Curler	F	7/17/1967	VT	5787074626	68033	54	cost
Ashleigh	Fryer	F	1/25/1996	IA	4434613977	62747	25	cost
Asheley	Sourdough	F	9/3/1915	CA	5378652166	34765	105	cost
Todd	Sourdough	M	2/22/1923	TX	6717895885	16182	98	cost
Thomas	Doe	M	7/10/1968	TX	2208271372	17437	53	cost
Alex	Curler	F	8/20/1967	TX	14706604721	42767	53	cost
Ben	Doughnut	M	3/13/1937	CA	2197282851	26960	84	cost
Jim	Doe	M	5/16/1963	IA	4245313580	28700	58	cost
John	Dough	M	9/17/1924	IA	18748096208	9537	96	cost
Todd	Do	M	4/24/1997	IA	6424623966	47821	24	cost
Alex	Crisp	F	6/29/2027	CA	6493342966	57788	-6	cost
Ashleigh	Do	F	1/14/1938	IA	6292658489	58407	83	cost
Asheley	Doe	F	6/13/1918	CA	17852216673	19877	103	cost
Thomas	Crisp	M	4/10/1939	CA	2316017326	44344	82	cost
Alex	Crisp	F	1/19/1912	IA	8901713518	75757	109	cost
Alex	Curler	M	3/8/1981	IA	7917851542	8184	40	cost
